Region	Kod Teryt	Kod BDR	Zadłużenie gmin	Jednostka	Okres
Milicz	0213033	5020413033	45.3113	%	2015
Rytro	1210152	2122210152	45.3254	%	2015
Ruda Maleniecka	2605052	3265205052	45.3345	%	2015
Zbójna	2007092	3203807092	45.3573	%	2015
Jeleśnia	2417042	2244417042	45.3578	%	2015
Sławno-miasto	3213021	4326313021	45.3591	%	2015
Poznań	3064011	4306264011	45.4262	%	2015
Dęblin	0616011	3061216011	45.4594	%	2015
Pniewy	3024063	4306124063	45.5222	%	2015
Uniejów	1011043	1101811043	45.533	%	2015
Mogilany	1206092	2122006092	45.5521	%	2015
Włodawa-wieś	0619062	3060919062	45.579	%	2015
Kargowa	0809043	4081409043	45.5817	%	2015
Zalewo	2807073	6285407073	45.5877	%	2015
Cieszanów	1809023	3183409023	45.6099	%	2015
Marcinowice	0219052	5020319052	45.614	%	2015
Nowy Dwór Gdański	2210023	6224010023	45.6542	%	2015
Gorlice-miasto	1205011	2122205011	45.756	%	2015
Olszewo-Borki	1415092	1142615092	45.7753	%	2015
Nagłowice	2602042	3265302042	45.7771	%	2015
Dębowiec	1805032	3183305032	45.7889	%	2015
Lututów	1018042	1101818042	45.7913	%	2015
Miechów	1208053	2122008053	45.8123	%	2015
Międzyzdroje	3207043	4326607043	45.813	%	2015
Torzym	0807053	4081307053	45.8805	%	2015
Narol	1809053	3183409053	45.9327	%	2015
Iwaniska	2606022	3265306022	46.0306	%	2015
Ścinawa	0211043	5020211043	46.1328	%	2015
Bychawa	0609033	3061109033	46.2069	%	2015
Zwierzyniec	0620153	3061020153	46.2133	%	2015
Nadarzyn	1421052	1143021052	46.2666	%	2015
Stare Miasto	3010112	4305810112	46.3495	%	2015
Rabka-Zdrój	1211123	2122211123	46.3794	%	2015
Pasym	2817043	6285617043	46.3813	%	2015
Lesznowola	1418032	1143018032	46.3822	%	2015
Lubartów-wieś	0608072	3061108072	46.3825	%	2015
Kamienica Polska	2404042	2244604042	46.4753	%	2015
Ryglice	1216063	2122416063	46.5363	%	2015
Tyszowce	0618123	3061018123	46.55	%	2015
Włodawa-miasto	0619011	3060919011	46.5666	%	2015
Frysztak	1819022	3183519022	46.6368	%	2015
Chojnice-wieś	2202032	6224102032	46.6713	%	2015
Łobżenica	3019043	4306019043	46.6905	%	2015
Zblewo	2213132	6224213132	46.6952	%	2015
Drwinia	1201032	2122001032	46.7047	%	2015
Jawornik Polski	1814042	3183414042	46.7063	%	2015
Rozprza	1010082	1101710082	46.7196	%	2015
Ełk-wieś	2805022	6285505022	46.7214	%	2015
Jedlina-Zdrój	0221021	5020321021	46.7957	%	2015
Kunice	0209042	5020209042	46.8044	%	2015
Janów	2404032	2244604032	46.8078	%	2015
Łapy	2002063	3203702063	46.8221	%	2015
Rościszewo	1427042	1142527042	46.8462	%	2015
Pakosław	3022042	4305922042	46.8872	%	2015
Tarnów Opolski	1609112	5163209112	46.9161	%	2015
Miłkowice	0209062	5020209062	46.931	%	2015
Dąbrowa Górnicza	2465011	2245065011	46.9316	%	2015
Krokowa	2211062	6224011062	46.9538	%	2015
Morzeszczyn	2214032	6224214032	47.0148	%	2015
Nowy Targ-miasto	1211011	2122211011	47.0336	%	2015
Białystok	2061011	3203761011	47.1559	%	2015
Czerwin	1415032	1142615032	47.2235	%	2015
Mokrsko	1017042	1101817042	47.2701	%	2015
Kłodzko-miasto	0208021	5020308021	47.2794	%	2015
Janikowo	0407053	6040807053	47.3334	%	2015
Sokołów Podlaski-miasto	1429011	1142629011	47.337	%	2015
Cisna	1821022	3183321022	47.3757	%	2015
Lębork	2208011	6224108011	47.4375	%	2015
Gietrzwałd	2814052	6285614052	47.5238	%	2015
Dubienka	0603052	3061003052	47.5445	%	2015
Siechnice	0223083	5020423083	47.545	%	2015
Łochów	1433053	1142633053	47.7423	%	2015
Leszno	3063011	4305963011	47.7621	%	2015
Stężyca	0616052	3061216052	47.8198	%	2015
Kożuchów	0804043	4081404043	47.8198	%	2015
Mierzęcice	2401052	2245001052	47.8988	%	2015
Witnica	0801073	4081301073	48.0244	%	2015
Bodzentyn	2604023	3265204023	48.03	%	2015
Lubasz	3002052	4306002052	48.0381	%	2015
Glinojeck	1402033	1142502033	48.0557	%	2015
Ustka-wieś	2212102	6224112102	48.118	%	2015
Sorkwity	2810052	6285610052	48.1658	%	2015
Zelów	1001083	1101701083	48.3626	%	2015
Kluczbork	1604023	5163104023	48.3953	%	2015
Lubaczów-miasto	1809011	3183409011	48.415	%	2015
Kazimierza Wielka	2603033	3265303033	48.4396	%	2015
Borne Sulinowo	3215043	4326315043	48.5067	%	2015
Pietrowice Wielkie	2411072	2244911072	48.5407	%	2015
Ciechocin	0405022	6040705022	48.577	%	2015
Przasnysz-miasto	1422011	1142622011	48.5832	%	2015
Chełm-miasto	0662011	3061062011	48.5894	%	2015
Osiek	2612043	3265312043	48.6322	%	2015
Kraków	1261011	2122161011	48.6666	%	2015
Sadkowice	1013062	1101913062	48.7044	%	2015
Wyry	2408052	2245108052	48.7061	%	2015
Środa Wielkopolska	3025043	4306125043	48.7928	%	2015
Udanin	0218052	5020418052	48.8588	%	2015
Miłoradz	2209062	6224209062	48.861	%	2015
Żabno	1216153	2122416153	48.8739	%	2015
Józefów	0602073	3061002073	48.8963	%	2015
Gdynia	2262011	6224362011	49.1264	%	2015
Zawoja	1215082	2122315082	49.1626	%	2015
Kłomnice	2404052	2244604052	49.1693	%	2015
Cybinka	0805013	4081305013	49.1707	%	2015
Choszczno	3202023	4326402023	49.1795	%	2015
Rawa Mazowiecka-miasto	1013011	1101913011	49.2156	%	2015
Boguchwała	1816032	3183516032	49.2198	%	2015
Niemce	0609112	3061109112	49.2341	%	2015
Dwikozy	2609022	3265309022	49.3256	%	2015
Wąbrzeźno-miasto	0417011	6040717011	49.3498	%	2015
Strzelin	0217043	5020417043	49.3629	%	2015
Suchy Las	3021152	4306121152	49.3748	%	2015
Małomice	0810053	4081410053	49.3836	%	2015
Złocieniec	3203063	4326303063	49.4368	%	2015
Skomlin	1017082	1101817082	49.4578	%	2015
Tarnów-wieś	1216092	2122416092	49.4924	%	2015
Gołdap	2818033	6285518033	49.5335	%	2015
Rytwiany	2612062	3265312062	49.5448	%	2015
Przeworsk-miasto	1814011	3183414011	49.5906	%	2015
Krościenko nad Dunajcem	1211062	2122211062	49.6384	%	2015
Grudusk	1402052	1142502052	49.7368	%	2015
Moszczenica	1010062	1101710062	49.7561	%	2015
Chełmża-wieś	0415022	6040615022	49.8139	%	2015
Kcynia	0410013	6040810013	49.9593	%	2015
Szczecin	3262011	4326562011	49.9973	%	2015
Krzęcin	3202042	4326402042	50.0259	%	2015
Resko	3218043	4326418043	50.0742	%	2015
Staszów	2612073	3265312073	50.0744	%	2015
Mykanów	2404112	2244604112	50.0819	%	2015
Krosno	1861011	3183361011	50.1463	%	2015
Krzymów	3010062	4305810062	50.1632	%	2015
Karnice	3205032	4326405032	50.2044	%	2015
Fredropol	1813032	3183413032	50.2284	%	2015
Dobrzyca	3020033	4305720033	50.2313	%	2015
Kępice	2212053	6224112053	50.3165	%	2015
Krasnystaw-wieś	0606052	3061006052	50.3864	%	2015
Murowana Goślina	3021113	4306121113	50.407	%	2015
Skwierzyna	0803053	4081303053	50.4107	%	2015
Bełżyce	0609013	3061109013	50.4414	%	2015
Kozłów	1208032	2122008032	50.5775	%	2015
Skarżysko Kościelne	2610042	3265210042	50.5874	%	2015
Dębe Wielkie	1412052	1142912052	50.607	%	2015
Czernichów	1206012	2122006012	50.6718	%	2015
Będków	1016022	1101716022	50.6748	%	2015
Pęcław	0203052	5020203052	50.7203	%	2015
Brzozów	1802013	3183302013	50.7277	%	2015
Zbąszynek	0808063	4081408063	50.7604	%	2015
Nielisz	0620072	3061020072	50.8503	%	2015
Maszewo	3204033	4326604033	50.8782	%	2015
Złotoryja-miasto	0226021	5020126021	50.9014	%	2015
Krasnobród	0620043	3061020043	51.0542	%	2015
Czarna	1803032	3183603032	51.0713	%	2015
Jodłownik	1207042	2122207042	51.0882	%	2015
Wisznice	0601182	3060901182	51.1514	%	2015
Głuszyca	0221053	5020321053	51.3165	%	2015
Wiązowna	1417082	1142917082	51.4638	%	2015
Zabrze	2478011	2244778011	51.4984	%	2015
Lubicz	0415042	6040615042	51.506	%	2015
Włocławek-miasto	0464011	6040864011	51.5106	%	2015
Łubnice	1018052	1101818052	51.6028	%	2015
Krynica-Zdrój	1210073	2122210073	51.6597	%	2015
Kałuszyn	1412093	1142912093	51.7251	%	2015
Konstantynów Łódzki	1008011	1101508011	51.7852	%	2015
Górowo Iławeckie-miasto	2801021	6285601021	51.8179	%	2015
Łobez	3218023	4326418023	51.8372	%	2015
Łukta	2815042	6285415042	51.88	%	2015
Pozezdrze	2819022	6285519022	51.9385	%	2015
Poniec	3004073	4305904073	52.0861	%	2015
Dębnica Kaszubska	2212032	6224112032	52.1737	%	2015
Wymiarki	0810082	4081410082	52.2092	%	2015
Tyczyn	1816143	3183516143	52.2453	%	2015
Kisielice	2807043	6285407043	52.3087	%	2015
Opatów	2606043	3265306043	52.3289	%	2015
Morąg	2815083	6285415083	52.3791	%	2015
Brzesko	1202023	2122402023	52.3826	%	2015
Giby	2009022	3203909022	52.4199	%	2015
Dolsk	3026023	4306126023	52.5071	%	2015
Gozdowo	1427022	1142527022	52.5302	%	2015
Mrozy	1412123	1142912123	52.5435	%	2015
Gryfino	3206043	4326606043	52.5653	%	2015
Milówka	2417092	2244417092	52.6102	%	2015
Bulkowo	1419042	1142519042	52.6733	%	2015
Rzeczenica	2203072	6224103072	52.6907	%	2015
Pawłów	2611042	3265211042	52.7798	%	2015
Wyszogród	1419153	1142519153	52.8072	%	2015
Jasienica	2402052	2244402052	52.8224	%	2015
Nowe Miasteczko	0804063	4081404063	52.8955	%	2015
Dygowo	3208022	4326308022	53.0206	%	2015
Mniów	2604112	3265204112	53.0839	%	2015
Kobyłka	1434011	1142934011	53.29	%	2015
Sanniki	1404042	1142504042	53.3062	%	2015
Lelów	2404092	2244604092	53.3547	%	2015
Biecz	1205023	2122205023	53.3873	%	2015
Skrzyszów	1216082	2122416082	53.4449	%	2015
Rychwał	3010073	4305810073	53.4536	%	2015
Krotoszyn	3012043	4305712043	53.6425	%	2015
Wyrzysk	3019083	4306019083	53.879	%	2015
Wołów	0222033	5020422033	53.9895	%	2015
Rejowiec Fabryczny-wieś	0603082	3061003082	54.165	%	2015
Limanowa-miasto	1207011	2122207011	54.1697	%	2015
Przemyśl-miasto	1862011	3183462011	54.2093	%	2015
Boguty-Pianki	1416032	1142616032	54.2567	%	2015
Solec Kujawski	0403083	6040603083	54.2833	%	2015
Nowogródek Pomorski	3210052	4326410052	54.4511	%	2015
Słupsk-miasto	2263011	6224163011	54.4857	%	2015
Zagnańsk	2604192	3265204192	54.5042	%	2015
Mielno	3209052	4326309052	54.5108	%	2015
Nowy Staw	2209073	6224209073	54.5157	%	2015
Czaplinek	3203013	4326303013	54.6036	%	2015
Radlin	2415021	2244915021	54.6654	%	2015
Płoniawy-Bramura	1411062	1142611062	54.7069	%	2015
Rydułtowy	2415031	2244915031	54.7081	%	2015
Niegosławice	0810062	4081410062	54.7895	%	2015
Oborniki Śląskie	0220013	5020420013	54.8694	%	2015
Nowe Brzesko	1214032	2122014032	55.0727	%	2015
Bałtów	2607022	3265207022	55.1029	%	2015
Ożarowice	2413062	2244513062	55.1185	%	2015
Pierzchnica	2604152	3265204152	55.1489	%	2015
Krupski Młyn	2413052	2244513052	55.1565	%	2015
Kłodzko-wieś	0208072	5020308072	55.3255	%	2015
Ślemień	2417122	2244417122	55.4482	%	2015
Końskie	2605033	3265205033	55.4726	%	2015
Poraj	2409042	2244609042	55.6041	%	2015
Kobylnica	2212062	6224112062	55.8236	%	2015
Kęty	1213043	2122313043	55.8995	%	2015
Wiślica	2601082	3265301082	56.0598	%	2015
Łubianka	0415052	6040615052	56.0635	%	2015
Tłuszcz	1434113	1142934113	56.1688	%	2015
Sejny-miasto	2009011	3203909011	56.1994	%	2015
Gniewino	2215052	6224015052	56.4764	%	2015
Jeziorany	2814063	6285614063	56.4908	%	2015
Zadzim	1011062	1101811062	56.5049	%	2015
Wolin	3207063	4326607063	56.5068	%	2015
Białe Błota	0403012	6040603012	56.6048	%	2015
Żory	2479011	2244979011	56.6439	%	2015
Nowe Miasto Lubawskie-miasto	2812011	6285412011	56.7632	%	2015
Rejowiec Fabryczny-miasto	0603011	3061003011	56.8923	%	2015
Kudowa-Zdrój	0208031	5020308031	57.0083	%	2015
Wschowa	0812033	4081412033	57.1757	%	2015
Tarnobrzeg	1864011	3183664011	57.2793	%	2015
Bojszowy	2414042	2245114042	57.4083	%	2015
Chlewiska	1430012	1142730012	57.5307	%	2015
Oleśnica-wieś	0214062	5020414062	57.5997	%	2015
Golub-Dobrzyń-miasto	0405011	6040705011	57.7928	%	2015
Proszowice	1214053	2122014053	57.8035	%	2015
Werbkowice	0604082	3061004082	57.9204	%	2015
Zgorzelec-miasto	0225021	5020125021	57.9216	%	2015
Bieżuń	1437013	1142537013	58.0422	%	2015
Wierzchosławice	1216112	2122416112	58.1499	%	2015
Obrowo	0415072	6040615072	58.2229	%	2015
Suchedniów	2610053	3265210053	58.2267	%	2015
Daleszyce	2604052	3265204052	58.2905	%	2015
Byczyna	1604013	5163104013	59.3448	%	2015
Wólka	0609142	3061109142	59.6263	%	2015
Kobylanka	3214062	4326414062	59.7304	%	2015
Pilica	2416073	2245016073	59.8108	%	2015
Krzynowłoga Mała	1422062	1142622062	59.8354	%	2015
Wieliczka	1219053	2122019053	59.9183	%	2015
Jaworze	2402062	2244402062	60.0203	%	2015
Muszyna	1210113	2122210113	60.0682	%	2015
Dopiewo	3021052	4306121052	60.0933	%	2015
Andrzejewo	1416022	1142616022	60.7595	%	2015
Kielce	2661011	3265261011	60.9595	%	2015
Widuchowa	3206092	4326606092	60.994	%	2015
Janowice Wielkie	0206052	5020106052	61.0393	%	2015
Mszana	2415092	2244915092	61.1157	%	2015
Poczesna	2404132	2244604132	61.2235	%	2015
Brenna	2403042	2244403042	61.2258	%	2015
Dubiecko	1813022	3183413022	61.5071	%	2015
Sułkowice	1209073	2122009073	62.1162	%	2015
Niepołomice	1219043	2122019043	62.1439	%	2015
Suchy Dąb	2204072	6224004072	62.2124	%	2015
Czernikowo	0415032	6040615032	62.3043	%	2015
Dziwnów	3207012	4326607012	62.3307	%	2015
Koszalin	3261011	4326361011	62.5472	%	2015
Gnojno	2601022	3265301022	62.6909	%	2015
Świeradów-Zdrój	0210021	5020110021	62.8035	%	2015
Trzebiatów	3205083	4326405083	62.9638	%	2015
Przybiernów	3204062	4326604062	63.0298	%	2015
Pisz	2816033	6285516033	63.1976	%	2015
Rzeszów	1863011	3183563011	63.56	%	2015
Mrągowo-wieś	2810032	6285610032	63.5705	%	2015
Hel	2211011	6224011011	63.6215	%	2015
Elbląg-miasto	2861011	6285461011	63.7152	%	2015
Biszcza	0602042	3061002042	63.9565	%	2015
Chmielnik	2604043	3265204043	64.0795	%	2015
Aleksandrów Kujawski-wieś	0401042	6040801042	64.1034	%	2015
Piekoszów	2604142	3265204142	64.1058	%	2015
Izbicko	1611012	5163211012	64.9159	%	2015
Miasteczko Krajeńskie	3019052	4306019052	65.0009	%	2015
Barciany	2808022	6285608022	65.1213	%	2015
Odolanów	3017033	4305717033	65.1943	%	2015
Płock	1462011	1142562011	65.2242	%	2015
Stoczek	1433082	1142633082	65.2562	%	2015
Daszyna	1004022	1101904022	65.6576	%	2015
Wąchock	2611053	3265211053	65.7117	%	2015
Zakrzówek	0607102	3061207102	65.767	%	2015
Biały Bór	3215033	4326315033	65.8887	%	2015
Brojce	3205012	4326405012	65.9485	%	2015
Zawady	2002152	3203702152	66.1317	%	2015
Elbląg-wieś	2804012	6285404012	66.1785	%	2015
Prusice	0220023	5020420023	66.2004	%	2015
Pułtusk	1424043	1142624043	66.7916	%	2015
Bliżyn	2610022	3265210022	67.2979	%	2015
Trzebnica	0220033	5020420033	67.3117	%	2015
Łaszczów	0618062	3061018062	67.4402	%	2015
Bydgoszcz	0461011	6040661011	67.6194	%	2015
Bojadła	0809022	4081409022	67.7192	%	2015
Siedlce-miasto	1464011	1142664011	68.3502	%	2015
Nowy Korczyn	2601032	3265301032	68.4925	%	2015
Manowo	3209042	4326309042	68.5815	%	2015
Słupia (Jędrzejowska)	2602072	3265302072	69.1297	%	2015
Łagów	2604072	3265204072	69.9438	%	2015
Żmigród	0220063	5020420063	70.1848	%	2015
Jabłoń	0613022	3060913022	70.4157	%	2015
Czernice Borowe	1422032	1142622032	70.5022	%	2015
Pomiechówek	1414052	1142914052	70.9309	%	2015
Skarbimierz	1601022	5163101022	70.9361	%	2015
Roźwienica	1804102	3183404102	71.2517	%	2015
Piwniczna-Zdrój	1210133	2122210133	71.4062	%	2015
Izbica	0606042	3061006042	71.5825	%	2015
Karlino	3201033	4326301033	71.735	%	2015
Wrocław	0264011	5020564011	71.8875	%	2015
Szprotawa	0810073	4081410073	72.0348	%	2015
Białogard-wieś	3201022	4326301022	72.464	%	2015
Szczawnica	1211021	2122211021	72.6685	%	2015
Czernichów	2417022	2244417022	72.8137	%	2015
Bierutów	0214023	5020414023	73.2106	%	2015
Stara Kamienica	0206092	5020106092	73.2271	%	2015
Lublin	0663011	3061163011	74.0674	%	2015
Skarżysko-Kamienna	2610011	3265210011	74.1384	%	2015
Recz	3202063	4326402063	74.3843	%	2015
Łódź	1061011	1101661011	74.4441	%	2015
Staroźreby	1419142	1142519142	74.7095	%	2015
Lipiany	3212033	4326412033	74.7146	%	2015
Krzanowice	2411033	2244911033	75.6051	%	2015
Krośnice	0213022	5020413022	75.9103	%	2015
Raciechowice	1209052	2122009052	76.8659	%	2015
Toruń	0463011	6040663011	77.2819	%	2015
Sulmierzyce	1009082	1101809082	77.383	%	2015
Wieleń	3002083	4306002083	78.0068	%	2015
Łazy	2416053	2245016053	78.2392	%	2015
Rudka	2003072	3203803072	79.2054	%	2015
Pełczyce	3202053	4326402053	80.1635	%	2015
Podedwórze	0613052	3060913052	81.9614	%	2015
Kamień Pomorski	3207033	4326607033	84.4219	%	2015
Łapanów	1201052	2122001052	90.7647	%	2015
Lubsko	0811063	4081411063	93.2799	%	2015
Wałbrzych	0265011	5020365011	95.1047	%	2015
Płaska	2001062	3203901062	96.8189	%	2015
Lubycza Królewska	0618052	3061018052	97.5576	%	2015
Borzęcin	1202012	2122402012	99.0352	%	2015
Przemków	0216053	5020216053	99.4161	%	2015
Nowinka	2001052	3203901052	102.0415	%	2015
Myślenice	1209033	2122009033	129.1638	%	2015
Bielice	3212012	4326412012	130.4456	%	2015
Rewal	3205072	4326405072	264.7442	%	2015
Ostrowice	3203042	4326303042	405.6593	%	2015
